clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.616,domestic,kitchen,-5 dB,1.674235,0.000000,0.000022,2.333333,0.000000,0.010833,1.016667,0.250000,0.616667
5.616,domestic,kitchen,0 dB,1.577960,0.000000,0.000022,0.166667,0.000000,0.016167,1.200000,0.333333,0.700000
5.616,domestic,kitchen,10 dB,1.757052,0.002440,0.000021,1.500000,0.000000,0.020000,1.133333,0.316667,0.683333
5.616,domestic,kitchen,5 dB,1.976001,0.000000,0.000023,3.000000,0.000000,0.009167,1.283333,0.350000,0.783333
5.616,domestic,living,-5 dB,1.511451,0.000000,0.000022,0.500000,0.000000,0.046667,0.966667,0.300000,0.600000
5.616,domestic,living,0 dB,1.729577,0.000000,0.000024,4.000000,0.000000,0.029167,0.866667,0.266667,0.533333
5.616,domestic,living,10 dB,2.418754,0.000000,0.000022,2.000000,0.000000,0.010000,1.083333,0.316667,0.666667
5.616,domestic,living,5 dB,1.717133,0.000000,0.000022,3.833333,0.000000,0.055833,1.250000,0.316667,0.783333
5.616,domestic,washing,-5 dB,2.047463,0.000000,0.000021,4.666667,0.000000,0.030000,1.166667,0.366667,0.683333
5.616,domestic,washing,0 dB,1.952628,0.005254,0.000022,1.500000,0.000000,0.032500,1.033333,0.283333,0.666667
5.616,domestic,washing,10 dB,3.135310,0.000000,0.000022,4.000000,0.000000,0.036667,1.150000,0.300000,0.766667
5.616,domestic,washing,5 dB,2.692002,0.000000,0.000021,2.166667,0.000000,0.034167,0.933333,0.250000,0.583333
5.616,nature,field,-5 dB,1.327319,0.029538,0.000022,2.333333,0.000000,0.049167,1.166667,0.316667,0.766667
5.616,nature,field,0 dB,1.961060,0.000000,0.000022,2.000000,0.000000,0.047500,1.000000,0.300000,0.616667
5.616,nature,field,10 dB,1.943616,0.000000,0.000020,2.333333,0.000000,0.043333,1.233333,0.383333,0.733333
5.616,nature,field,5 dB,2.231878,0.000000,0.000021,2.166667,0.000000,0.052500,0.883333,0.266667,0.533333
5.616,nature,park,-5 dB,1.505308,0.000000,0.000024,2.166667,0.000000,0.051667,1.050000,0.350000,0.616667
5.616,nature,park,0 dB,1.766754,0.000000,0.000022,2.166667,0.000000,0.030833,0.966667,0.233333,0.600000
5.616,nature,park,10 dB,1.886407,0.000000,0.000021,3.333333,0.000000,0.073333,0.866667,0.283333,0.533333
5.616,nature,park,5 dB,1.528187,0.000185,0.000022,2.500000,0.000000,0.090833,1.116667,0.316667,0.733333
5.616,nature,river,-5 dB,1.249191,0.023866,0.000021,2.500000,0.000000,0.070000,0.983333,0.333333,0.583333
5.616,nature,river,0 dB,1.430354,0.003255,0.000024,2.666667,0.000000,0.100000,0.883333,0.283333,0.533333
5.616,nature,river,10 dB,2.284276,0.000000,0.000024,2.500000,0.000000,0.114167,1.066667,0.266667,0.683333
5.616,nature,river,5 dB,1.518832,0.000000,0.000022,1.833333,0.000000,0.091667,1.450000,0.500000,0.850000
5.616,office,hallway,-5 dB,1.594800,0.000000,0.000023,1.833333,0.000000,0.105000,0.966667,0.316667,0.600000
5.616,office,hallway,0 dB,2.037366,0.000000,0.000024,2.000000,0.000000,0.090000,1.183333,0.316667,0.766667
5.616,office,hallway,10 dB,2.460117,0.000000,0.000023,3.500000,0.000000,0.121667,0.916667,0.233333,0.583333
5.616,office,hallway,5 dB,1.832186,0.000000,0.000024,1.833333,0.000000,0.071667,1.116667,0.333333,0.700000
5.616,office,meeting,-5 dB,1.161897,0.000000,0.000022,2.833333,0.000000,0.075000,1.050000,0.300000,0.666667
