clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.688,domestic,kitchen,-5 dB,1.295133,0.131764,0.000022,1.666667,0.000000,0.008333,0.916667,0.300000,0.550000
5.688,domestic,kitchen,0 dB,1.542418,0.109945,0.000022,1.833333,0.000000,0.010833,0.816667,0.200000,0.466667
5.688,domestic,kitchen,10 dB,1.951033,0.117162,0.000022,1.666667,0.000000,0.008333,0.950000,0.283333,0.550000
5.688,domestic,kitchen,5 dB,1.757443,0.076036,0.000022,3.000000,0.000000,0.010000,0.866667,0.233333,0.516667
5.688,domestic,living,-5 dB,1.335715,0.120619,0.000022,2.333333,0.000000,0.015833,1.233333,0.383333,0.800000
5.688,domestic,living,0 dB,1.273373,0.138040,0.000021,2.500000,0.000000,0.004167,0.766667,0.183333,0.450000
5.688,domestic,living,10 dB,1.704802,0.115893,0.000022,3.000000,0.000000,0.004167,0.950000,0.283333,0.583333
5.688,domestic,living,5 dB,1.559521,0.139052,0.000022,2.833333,0.000000,0.009167,0.900000,0.250000,0.583333
5.688,domestic,washing,-5 dB,1.553764,0.096312,0.000022,2.666667,0.000000,0.003333,0.850000,0.250000,0.516667
5.688,domestic,washing,0 dB,1.728178,0.141707,0.000022,2.000000,0.000000,0.004167,1.183333,0.366667,0.750000
5.688,domestic,washing,10 dB,2.200508,0.106968,0.000022,1.500000,0.000000,0.008333,0.866667,0.300000,0.516667
5.688,domestic,washing,5 dB,1.836664,0.152872,0.000022,2.166667,0.000000,0.007500,0.983333,0.283333,0.583333
5.688,nature,field,-5 dB,1.425363,0.135520,0.000022,2.833333,0.000000,0.010000,0.850000,0.266667,0.533333
5.688,nature,field,0 dB,1.630710,0.130748,0.000023,2.333333,0.000000,0.017500,0.866667,0.300000,0.533333
5.688,nature,field,10 dB,2.088814,0.120616,0.000022,2.500000,0.000000,0.017500,1.083333,0.283333,0.733333
5.688,nature,field,5 dB,1.690127,0.093243,0.000022,2.666667,0.000000,0.009167,1.183333,0.383333,0.683333
5.688,nature,park,-5 dB,1.266999,0.110107,0.000021,2.666667,0.000000,0.025833,0.850000,0.266667,0.500000
5.688,nature,park,0 dB,1.420714,0.130968,0.000022,3.000000,0.000000,0.021667,1.050000,0.316667,0.566667
5.688,nature,park,10 dB,1.691605,0.123309,0.000022,1.833333,0.000000,0.053333,1.166667,0.350000,0.666667
5.688,nature,park,5 dB,1.511216,0.104241,0.000022,3.166667,0.000000,0.016667,1.066667,0.316667,0.650000
5.688,nature,river,-5 dB,1.348447,0.112362,0.000022,2.666667,0.000000,0.066667,0.966667,0.333333,0.550000
5.688,nature,river,0 dB,1.254950,0.147432,0.000021,3.333333,0.000000,0.037500,0.966667,0.300000,0.583333
5.688,nature,river,10 dB,1.818047,0.128931,0.000022,1.666667,0.000000,0.032500,0.933333,0.283333,0.566667
5.688,nature,river,5 dB,1.379672,0.118121,0.000022,2.666667,0.000000,0.041667,1.066667,0.300000,0.666667
5.688,office,hallway,-5 dB,1.455675,0.113218,0.000021,3.500000,0.000000,0.051667,0.933333,0.266667,0.583333
5.688,office,hallway,0 dB,1.375321,0.086127,0.000021,2.500000,0.000000,0.035833,0.800000,0.266667,0.483333
5.688,office,hallway,10 dB,1.624052,0.118741,0.000022,3.666667,0.000000,0.060000,0.933333,0.300000,0.483333
5.688,office,hallway,5 dB,1.732271,0.134710,0.000021,2.000000,0.000000,0.031667,0.833333,0.266667,0.466667
5.688,office,meeting,-5 dB,1.106208,0.101216,0.000021,3.500000,0.000000,0.040000,1.050000,0.350000,0.616667
5.688,office,meeting,0 dB,1.191560,0.119830,0.000022,1.666667,0.000000,0.053333,0.883333,0.216667,0.550000
5.688,office,meeting,10 dB,1.424530,0.121060,0.000021,2.500000,0.000000,0.062500,1.066667,0.266667,0.716667
5.688,office,meeting,5 dB,1.230366,0.170145,0.000022,1.500000,0.000000,0.062500,0.783333,0.300000,0.416667
5.688,office,office,-5 dB,1.343011,0.116813,0.000023,2.666667,0.000000,0.062500,0.983333,0.383333,0.500000
5.688,office,office,0 dB,1.519639,0.112353,0.000022,2.000000,0.000000,0.060833,0.983333,0.300000,0.633333
5.688,office,office,10 dB,1.746553,0.131340,0.000023,2.500000,0.000000,0.073333,0.783333,0.250000,0.483333
5.688,office,office,5 dB,1.621776,0.152509,0.000022,2.666667,0.000000,0.080833,0.983333,0.266667,0.600000
5.688,public,cafeter,-5 dB,1.153994,0.146725,0.000022,2.000000,0.000000,0.060000,0.833333,0.283333,0.466667
5.688,public,cafeter,0 dB,1.175400,0.176186,0.000022,4.000000,0.000000,0.095833,1.033333,0.416667,0.583333
5.688,public,cafeter,10 dB,1.528860,0.132147,0.000022,1.833333,0.000000,0.071667,0.800000,0.250000,0.433333
5.688,public,cafeter,5 dB,1.293939,0.299767,0.000023,2.333333,0.000000,0.072500,0.833333,0.316667,0.483333
5.688,public,resto,-5 dB,1.163857,0.151511,0.000022,1.333333,0.000000,0.070000,0.816667,0.283333,0.500000
5.688,public,resto,0 dB,1.206124,0.092978,0.000022,2.000000,0.000000,0.087500,1.150000,0.350000,0.716667
5.688,public,resto,10 dB,1.476952,0.086501,0.000022,3.000000,0.000000,0.072500,0.800000,0.233333,0.466667
5.688,public,resto,5 dB,1.394138,0.142892,0.000022,2.500000,0.000000,0.076667,0.766667,0.216667,0.466667
5.688,public,station,-5 dB,1.219273,0.129108,0.000022,2.000000,0.000000,0.072500,0.933333,0.300000,0.533333
5.688,public,station,0 dB,1.289373,0.084298,0.000022,2.666667,0.000000,0.069167,1.066667,0.300000,0.700000
5.688,public,station,10 dB,1.775903,0.118756,0.000022,2.166667,0.000000,0.075833,1.083333,0.333333,0.650000
5.688,public,station,5 dB,1.401130,0.131453,0.000022,1.500000,0.000000,0.084167,1.150000,0.316667,0.733333
5.688,street,square,-5 dB,1.182640,0.101425,0.000022,2.333333,0.000000,0.072500,1.033333,0.316667,0.650000
