clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.868,domestic,kitchen,-5 dB,1.515859,0.097291,0.000022,2.333333,0.000000,0.010000,1.050000,0.283333,0.666667
5.868,domestic,kitchen,0 dB,1.680545,0.221409,0.000022,3.000000,0.000000,0.011667,1.050000,0.300000,0.650000
5.868,domestic,kitchen,10 dB,1.755108,0.154975,0.000021,2.166667,0.000000,0.010833,0.983333,0.316667,0.633333
5.868,domestic,kitchen,5 dB,1.741703,0.079829,0.000021,1.833333,0.000000,0.016667,1.116667,0.283333,0.650000
5.868,domestic,living,-5 dB,1.572567,0.062770,0.000022,2.333333,0.000000,0.009167,0.916667,0.333333,0.533333
5.868,domestic,living,0 dB,1.298347,0.075123,0.000021,2.333333,0.000000,0.009167,1.066667,0.266667,0.733333
5.868,domestic,living,10 dB,2.153097,0.048524,0.000022,2.333333,0.000000,0.000833,1.100000,0.333333,0.666667
5.868,domestic,living,5 dB,1.808730,0.071342,0.000021,2.666667,0.000000,0.015000,1.066667,0.250000,0.666667
5.868,domestic,washing,-5 dB,1.960270,0.049655,0.000021,3.166667,0.000000,0.006667,0.966667,0.283333,0.583333
5.868,domestic,washing,0 dB,1.774475,0.079286,0.000022,2.500000,0.000000,0.010000,1.216667,0.333333,0.766667
5.868,domestic,washing,10 dB,2.783422,0.050079,0.000021,1.666667,0.000000,0.004167,0.850000,0.250000,0.516667
5.868,domestic,washing,5 dB,1.968845,0.068416,0.000022,2.166667,0.000000,0.011667,1.250000,0.366667,0.800000
5.868,nature,field,-5 dB,1.588431,0.099105,0.000022,2.500000,0.000000,0.011667,0.883333,0.250000,0.516667
5.868,nature,field,0 dB,1.595180,0.070094,0.000021,1.666667,0.000000,0.010833,1.066667,0.266667,0.650000
5.868,nature,field,10 dB,2.576261,0.085532,0.000021,2.500000,0.000000,0.007500,0.966667,0.333333,0.600000
5.868,nature,field,5 dB,2.539506,0.064813,0.000022,2.000000,0.000000,0.005000,0.916667,0.266667,0.516667
5.868,nature,park,-5 dB,1.307578,0.105502,0.000021,2.500000,0.000000,0.004167,1.116667,0.333333,0.716667
5.868,nature,park,0 dB,1.591533,0.082267,0.000021,2.000000,0.000000,0.005833,1.050000,0.333333,0.600000
5.868,nature,park,10 dB,1.786006,0.075886,0.000022,2.833333,0.000000,0.004167,1.133333,0.316667,0.700000
5.868,nature,park,5 dB,1.594941,0.059002,0.000022,2.333333,0.000000,0.004167,1.250000,0.366667,0.766667
