clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.508,domestic,kitchen,-5 dB,1.823784,0.000000,0.000024,1.333333,0.000000,0.079167,0.933333,0.283333,0.533333
5.508,domestic,kitchen,0 dB,1.741672,0.000000,0.000022,2.500000,0.000000,0.053333,1.016667,0.316667,0.633333
5.508,domestic,kitchen,10 dB,2.086524,0.000000,0.000023,3.166667,0.000000,0.091667,1.083333,0.333333,0.666667
5.508,domestic,kitchen,5 dB,2.100032,0.000000,0.000022,1.833333,0.000000,0.060833,0.850000,0.266667,0.550000
5.508,domestic,living,-5 dB,1.345429,0.219272,0.000023,2.166667,0.000000,0.103333,0.950000,0.300000,0.600000
5.508,domestic,living,0 dB,1.472971,0.000000,0.000022,1.166667,0.000000,0.083333,0.866667,0.250000,0.533333
5.508,domestic,living,10 dB,2.295403,0.000000,0.000023,2.333333,0.000000,0.071667,1.150000,0.350000,0.666667
5.508,domestic,living,5 dB,2.115994,0.000000,0.000022,1.666667,0.000000,0.093333,0.950000,0.283333,0.583333
5.508,domestic,washing,-5 dB,1.968592,0.000000,0.000023,2.666667,0.000000,0.060833,1.150000,0.250000,0.766667
5.508,domestic,washing,0 dB,2.312981,0.000000,0.000022,2.333333,0.000000,0.045833,0.866667,0.283333,0.533333
5.508,domestic,washing,10 dB,3.161214,0.000000,0.000023,2.500000,0.000000,0.060000,1.016667,0.333333,0.616667
5.508,domestic,washing,5 dB,2.374621,0.000000,0.000023,1.166667,0.000000,0.055833,0.983333,0.283333,0.583333
5.508,nature,field,-5 dB,1.712826,0.000000,0.000023,1.666667,0.000000,0.074167,1.133333,0.383333,0.716667
5.508,nature,field,0 dB,1.966764,0.000000,0.000023,2.000000,0.000000,0.094167,1.066667,0.333333,0.666667
5.508,nature,field,10 dB,2.327624,0.000000,0.000022,3.500000,0.000000,0.068333,0.900000,0.250000,0.550000
5.508,nature,field,5 dB,2.055994,0.009888,0.000023,2.500000,0.000000,0.100833,1.166667,0.383333,0.650000
5.508,nature,park,-5 dB,1.461234,0.001746,0.000022,3.000000,0.000000,0.076667,0.750000,0.216667,0.450000
5.508,nature,park,0 dB,1.443853,0.000000,0.000023,2.666667,0.000000,0.072500,0.916667,0.316667,0.533333
5.508,nature,park,10 dB,1.796392,0.000000,0.000023,2.166667,0.000000,0.080000,1.000000,0.300000,0.616667
5.508,nature,park,5 dB,1.960143,0.000000,0.000023,2.333333,0.000000,0.085833,1.000000,0.266667,0.600000
5.508,nature,river,-5 dB,1.509918,0.000000,0.000022,2.333333,0.000000,0.080833,0.966667,0.300000,0.550000
5.508,nature,river,0 dB,1.458823,0.000000,0.000023,2.500000,0.000000,0.058333,1.133333,0.333333,0.733333
5.508,nature,river,10 dB,2.498780,0.000000,0.000024,3.166667,0.000000,0.068333,1.100000,0.350000,0.616667
5.508,nature,river,5 dB,1.790401,0.000000,0.000023,1.833333,0.000000,0.078333,0.983333,0.283333,0.566667
5.508,office,hallway,-5 dB,1.447042,0.000000,0.000023,2.666667,0.000000,0.050833,0.866667,0.250000,0.550000
5.508,office,hallway,0 dB,1.765448,0.010701,0.000023,1.500000,0.000000,0.074167,1.083333,0.400000,0.633333
5.508,office,hallway,10 dB,2.006127,0.000000,0.000022,1.666667,0.000000,0.067500,1.000000,0.283333,0.600000
5.508,office,hallway,5 dB,2.452745,0.000000,0.000021,2.000000,0.000000,0.065000,0.750000,0.250000,0.483333
5.508,office,meeting,-5 dB,1.198440,0.145355,0.000023,2.166667,0.000000,0.059167,0.950000,0.350000,0.550000
5.508,office,meeting,0 dB,1.378765,0.044154,0.000024,1.666667,0.000000,0.060833,0.983333,0.350000,0.516667
5.508,office,meeting,10 dB,1.241037,0.000000,0.000023,2.500000,0.000000,0.074167,0.816667,0.266667,0.533333
5.508,office,meeting,5 dB,1.645773,0.026977,0.000024,3.000000,0.000000,0.079167,0.800000,0.250000,0.450000
5.508,office,office,-5 dB,1.314542,0.000000,0.000022,2.333333,0.000000,0.060833,0.950000,0.283333,0.583333
5.508,office,office,0 dB,1.225164,0.000000,0.000022,2.333333,0.000000,0.053333,0.783333,0.233333,0.450000
5.508,office,office,10 dB,2.227379,0.000000,0.000023,2.666667,0.000000,0.046667,1.166667,0.400000,0.683333
5.508,office,office,5 dB,1.327030,0.000000,0.000023,1.833333,0.000000,0.038333,0.983333,0.333333,0.600000
5.508,public,cafeter,-5 dB,1.191756,0.055033,0.000022,2.000000,0.000000,0.045000,0.966667,0.300000,0.583333
5.508,public,cafeter,0 dB,1.295333,0.015014,0.000023,2.166667,0.000000,0.044167,0.883333,0.250000,0.500000
5.508,public,cafeter,10 dB,1.541700,0.000000,0.000022,1.500000,0.000000,0.037500,0.966667,0.266667,0.566667
5.508,public,cafeter,5 dB,1.362852,0.000000,0.000023,2.666667,0.000000,0.027500,0.800000,0.216667,0.450000
5.508,public,resto,-5 dB,1.241718,0.000000,0.000023,1.166667,0.000000,0.037500,1.033333,0.300000,0.633333
5.508,public,resto,0 dB,1.379378,0.022453,0.000023,2.666667,0.000000,0.053333,1.066667,0.383333,0.500000
5.508,public,resto,10 dB,2.025931,0.332435,0.000022,2.166667,0.000000,0.033333,1.000000,0.283333,0.633333
5.508,public,resto,5 dB,1.519280,0.000000,0.000022,1.666667,0.000000,0.046667,1.016667,0.333333,0.583333
5.508,public,station,-5 dB,1.369912,0.000000,0.000023,2.166667,0.000000,0.027500,0.916667,0.316667,0.533333
5.508,public,station,0 dB,1.564348,0.000000,0.000023,2.333333,0.000000,0.032500,0.833333,0.250000,0.533333
5.508,public,station,10 dB,2.041640,0.000000,0.000023,2.500000,0.000000,0.026667,0.800000,0.266667,0.450000
5.508,public,station,5 dB,1.716002,0.000000,0.000023,2.333333,0.000000,0.034167,0.883333,0.316667,0.500000
5.508,street,square,-5 dB,1.670016,0.008538,0.000023,1.833333,0.000000,0.022500,1.166667,0.450000,0.683333
5.508,street,square,0 dB,1.559177,0.000000,0.000022,2.000000,0.000000,0.020000,0.866667,0.266667,0.516667
5.508,street,square,10 dB,2.148662,0.009482,0.000023,1.500000,0.000000,0.035833,0.950000,0.316667,0.583333
5.508,street,square,5 dB,1.857720,0.000000,0.000023,2.166667,0.000000,0.017500,1.150000,0.350000,0.700000
5.508,street,traffic,-5 dB,1.505020,0.000000,0.000022,1.833333,0.000000,0.027500,0.916667,0.250000,0.566667
5.508,street,traffic,0 dB,1.660127,0.000000,0.000023,2.000000,0.000000,0.024167,0.783333,0.266667,0.483333
