clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.328,domestic,kitchen,-5 dB,1.304720,0.000000,0.000023,2.166667,0.000000,0.099167,1.216667,0.433333,0.700000
5.328,domestic,kitchen,0 dB,1.485656,0.000000,0.000024,2.000000,0.000000,0.066167,0.783333,0.266667,0.466667
5.328,domestic,kitchen,10 dB,1.513798,0.006487,0.000023,2.333333,0.000000,0.090000,1.316667,0.350000,0.816667
5.328,domestic,kitchen,5 dB,1.466715,0.001729,0.000023,2.833333,0.000000,0.080000,0.866667,0.283333,0.466667
5.328,domestic,living,-5 dB,1.148867,0.068114,0.000024,1.500000,0.000000,0.075000,0.850000,0.266667,0.450000
5.328,domestic,living,0 dB,1.375169,0.000000,0.000024,2.000000,0.000000,0.085000,0.866667,0.266667,0.533333
5.328,domestic,living,10 dB,1.597273,0.006292,0.000023,2.333333,0.000000,0.090833,1.016667,0.250000,0.516667
5.328,domestic,living,5 dB,1.489006,0.032051,0.000023,2.500000,0.000000,0.080833,0.900000,0.233333,0.516667
5.328,domestic,washing,-5 dB,1.568775,0.008887,0.000023,2.666667,0.000000,0.078333,1.350000,0.333333,0.666667
5.328,domestic,washing,0 dB,1.646663,0.044528,0.000024,3.166667,0.000000,0.110000,0.800000,0.216667,0.516667
5.328,domestic,washing,10 dB,2.046915,0.039739,0.000023,1.833333,0.000000,0.063333,1.033333,0.283333,0.650000
5.328,domestic,washing,5 dB,1.583401,0.049742,0.000023,2.000000,0.000000,0.093333,0.933333,0.316667,0.550000
5.328,nature,field,-5 dB,1.348864,0.024568,0.000023,2.000000,0.000000,0.075833,1.116667,0.300000,0.666667
5.328,nature,field,0 dB,1.527944,0.032666,0.000024,2.500000,0.000000,0.071667,1.000000,0.316667,0.583333
5.328,nature,field,10 dB,1.983963,0.000000,0.000024,2.000000,0.000000,0.065833,1.050000,0.266667,0.683333
