clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.796,domestic,kitchen,-5 dB,1.215711,0.033024,0.000021,2.833333,0.000000,0.070000,0.866667,0.216667,0.533333
5.796,domestic,kitchen,0 dB,1.547842,0.035842,0.000021,2.166667,0.000000,0.081667,1.183333,0.350000,0.766667
5.796,domestic,kitchen,10 dB,1.756572,0.036255,0.000022,2.166667,0.000000,0.025000,1.183333,0.333333,0.716667
5.796,domestic,kitchen,5 dB,1.681599,0.041488,0.000023,3.500000,0.000000,0.073333,0.950000,0.283333,0.566667
5.796,domestic,living,-5 dB,1.131886,0.095992,0.000021,1.833333,0.000000,0.035000,1.100000,0.366667,0.650000
5.796,domestic,living,0 dB,1.272779,0.055710,0.000022,3.000000,0.000000,0.025833,1.133333,0.400000,0.666667
5.796,domestic,living,10 dB,1.691535,0.032643,0.000021,2.666667,0.000000,0.011667,1.033333,0.333333,0.650000
5.796,domestic,living,5 dB,1.478836,0.039594,0.000020,2.833333,0.000000,0.025000,0.833333,0.266667,0.483333
5.796,domestic,washing,-5 dB,1.524808,0.036143,0.000021,1.666667,0.000000,0.025000,1.166667,0.300000,0.700000
5.796,domestic,washing,0 dB,1.879777,0.043927,0.000020,3.166667,0.000000,0.019167,1.066667,0.266667,0.700000
5.796,domestic,washing,10 dB,3.121495,0.030416,0.000020,2.500000,0.000000,0.036667,0.983333,0.350000,0.583333
5.796,domestic,washing,5 dB,2.339238,0.039372,0.000021,2.000000,0.000000,0.025000,1.016667,0.350000,0.600000
5.796,nature,field,-5 dB,1.359817,0.054008,0.000021,2.166667,0.000000,0.017500,0.933333,0.366667,0.483333
5.796,nature,field,0 dB,1.519976,0.055785,0.000020,2.833333,0.000000,0.021667,0.766667,0.216667,0.500000
5.796,nature,field,10 dB,2.281020,0.048728,0.000022,2.500000,0.000000,0.015000,0.766667,0.250000,0.416667
5.796,nature,field,5 dB,1.721311,0.047604,0.000020,2.333333,0.000000,0.014167,0.816667,0.233333,0.500000
5.796,nature,park,-5 dB,1.131455,0.028004,0.000020,2.500000,0.000000,0.021667,0.700000,0.250000,0.400000
5.796,nature,park,0 dB,1.335876,0.018978,0.000022,1.666667,0.000000,0.025000,0.950000,0.300000,0.583333
5.796,nature,park,10 dB,1.470461,0.088879,0.000020,2.000000,0.000000,0.010833,1.133333,0.316667,0.733333
5.796,nature,park,5 dB,1.365708,0.028525,0.000020,1.833333,0.000000,0.021667,1.083333,0.300000,0.733333
5.796,nature,river,-5 dB,1.258436,0.070278,0.000022,2.500000,0.000000,0.018333,0.933333,0.266667,0.550000
5.796,nature,river,0 dB,1.366104,0.032205,0.000021,2.000000,0.000000,0.010833,1.066667,0.300000,0.650000
5.796,nature,river,10 dB,1.599355,0.080307,0.000021,1.833333,0.000000,0.010833,0.950000,0.283333,0.600000
5.796,nature,river,5 dB,1.770445,0.056129,0.000021,2.333333,0.000000,0.014167,0.966667,0.350000,0.550000
5.796,office,hallway,-5 dB,1.302546,0.049244,0.000021,2.333333,0.000000,0.011667,1.050000,0.350000,0.550000
5.796,office,hallway,0 dB,1.496838,0.057464,0.000021,3.166667,0.000000,0.010000,1.050000,0.333333,0.683333
5.796,office,hallway,10 dB,1.950869,0.035467,0.000021,2.833333,0.000000,0.012500,1.066667,0.300000,0.683333
5.796,office,hallway,5 dB,1.521588,0.067183,0.000020,1.500000,0.000000,0.004167,0.950000,0.316667,0.533333
5.796,office,meeting,-5 dB,1.056522,0.044887,0.000021,1.833333,0.000000,0.008333,0.950000,0.316667,0.583333
5.796,office,meeting,0 dB,1.142975,0.098834,0.000021,2.166667,0.000000,0.005000,0.916667,0.316667,0.533333
5.796,office,meeting,10 dB,1.502543,0.052165,0.000022,2.166667,0.000000,0.010833,0.950000,0.283333,0.583333
5.796,office,meeting,5 dB,1.222578,0.332204,0.000022,3.833333,0.000000,0.020000,0.883333,0.216667,0.550000
5.796,office,office,-5 dB,1.513726,0.065164,0.000021,1.833333,0.000000,0.008333,0.816667,0.283333,0.483333
5.796,office,office,0 dB,1.406608,0.067053,0.000021,2.000000,0.000000,0.018333,0.916667,0.283333,0.566667
5.796,office,office,10 dB,2.295020,0.017503,0.000022,2.166667,0.000000,0.016667,0.766667,0.200000,0.516667
5.796,office,office,5 dB,1.729551,0.061827,0.000022,2.500000,0.000000,0.015833,0.850000,0.300000,0.500000
