clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.904,domestic,kitchen,-5 dB,1.237175,0.075790,0.000022,2.833333,0.000000,0.104167,1.333333,0.533333,0.683333
5.904,domestic,kitchen,0 dB,1.387440,0.087235,0.000022,4.500000,0.000000,0.101667,0.966667,0.266667,0.600000
5.904,domestic,kitchen,10 dB,1.733253,0.127604,0.000020,3.166667,0.000000,0.072500,1.066667,0.333333,0.666667
5.904,domestic,kitchen,5 dB,1.570946,0.095006,0.000022,4.000000,0.000000,0.078333,0.933333,0.316667,0.500000
5.904,domestic,living,-5 dB,1.210700,0.102659,0.000022,3.833333,0.000000,0.082500,1.033333,0.233333,0.666667
5.904,domestic,living,0 dB,1.467047,0.047738,0.000021,3.333333,0.000000,0.095833,1.133333,0.333333,0.650000
5.904,domestic,living,10 dB,1.660827,0.068672,0.000021,2.333333,0.000000,0.061667,0.983333,0.316667,0.500000
5.904,domestic,living,5 dB,1.524700,0.029449,0.000021,2.500000,0.000000,0.115000,0.766667,0.216667,0.466667
5.904,domestic,washing,-5 dB,1.426535,0.054407,0.000021,3.166667,0.000000,0.075833,0.883333,0.266667,0.533333
5.904,domestic,washing,0 dB,1.895874,0.049278,0.000021,3.500000,0.000000,0.106667,0.916667,0.266667,0.566667
5.904,domestic,washing,10 dB,2.227042,0.060209,0.000022,2.833333,0.000000,0.100833,1.000000,0.266667,0.616667
5.904,domestic,washing,5 dB,1.614269,0.052994,0.000021,2.166667,0.000000,0.106667,1.066667,0.300000,0.683333
5.904,nature,field,-5 dB,1.464845,0.035551,0.000021,3.500000,0.000000,0.078333,0.916667,0.333333,0.500000
5.904,nature,field,0 dB,1.790611,0.040230,0.000021,3.000000,0.000000,0.095833,0.933333,0.283333,0.566667
5.904,nature,field,10 dB,1.883921,0.052270,0.000022,2.000000,0.000000,0.065833,0.883333,0.266667,0.516667
5.904,nature,field,5 dB,1.702937,0.053042,0.000021,2.166667,0.000000,0.073333,0.966667,0.300000,0.616667
5.904,nature,park,-5 dB,1.219850,0.053813,0.000021,4.000000,0.000000,0.059167,0.883333,0.283333,0.516667
5.904,nature,park,0 dB,1.274898,0.078189,0.000021,2.000000,0.000000,0.063333,0.966667,0.300000,0.516667
5.904,nature,park,10 dB,1.748691,0.055256,0.000021,3.166667,0.000000,0.080000,1.183333,0.350000,0.733333
5.904,nature,park,5 dB,1.694256,0.029991,0.000021,3.166667,0.000000,0.062500,1.000000,0.300000,0.600000
5.904,nature,river,-5 dB,1.426059,0.023847,0.000021,3.333333,0.000000,0.085833,0.850000,0.300000,0.483333
5.904,nature,river,0 dB,1.302315,0.026447,0.000021,2.833333,0.000000,0.050000,0.683333,0.200000,0.450000
5.904,nature,river,10 dB,1.497235,0.035029,0.000021,3.166667,0.000000,0.080833,1.216667,0.383333,0.750000
5.904,nature,river,5 dB,1.418255,0.049521,0.000021,2.166667,0.000000,0.053333,0.950000,0.266667,0.633333
5.904,office,hallway,-5 dB,1.618451,0.035691,0.000021,2.666667,0.000000,0.079167,1.250000,0.350000,0.800000
5.904,office,hallway,0 dB,1.435960,0.049303,0.000021,4.166667,0.000000,0.070000,1.133333,0.250000,0.750000
5.904,office,hallway,10 dB,1.798099,0.066856,0.000020,3.333333,0.000000,0.070833,0.800000,0.250000,0.516667
5.904,office,hallway,5 dB,1.838101,0.051606,0.000021,4.000000,0.000000,0.067500,1.566667,0.750000,0.750000
5.904,office,meeting,-5 dB,1.098400,0.148078,0.000021,3.833333,0.000000,0.074167,1.266667,0.533333,0.550000
5.904,office,meeting,0 dB,1.190068,0.027855,0.000021,3.500000,0.000000,0.050833,1.066667,0.316667,0.633333
5.904,office,meeting,10 dB,1.620670,0.051489,0.000022,2.500000,0.000000,0.048333,1.066667,0.383333,0.633333
5.904,office,meeting,5 dB,1.263987,0.084498,0.000021,2.833333,0.000000,0.068333,0.866667,0.233333,0.566667
5.904,office,office,-5 dB,1.485445,0.059215,0.000021,1.333333,0.000000,0.068333,0.816667,0.300000,0.500000
5.904,office,office,0 dB,1.673981,0.083570,0.000022,2.833333,0.000000,0.033333,0.716667,0.216667,0.433333
5.904,office,office,10 dB,2.281720,0.116358,0.000022,2.833333,0.000000,0.060000,1.283333,0.366667,0.733333
5.904,office,office,5 dB,1.782218,0.044974,0.000021,3.000000,0.000000,0.050833,0.916667,0.300000,0.566667
5.904,public,cafeter,-5 dB,1.113582,0.146386,0.000021,2.166667,0.000000,0.057500,1.100000,0.250000,0.783333
5.904,public,cafeter,0 dB,1.191612,0.128142,0.000020,2.500000,0.000000,0.055833,1.050000,0.283333,0.666667
5.904,public,cafeter,10 dB,1.765727,0.047778,0.000021,4.166667,0.000000,0.033333,1.050000,0.283333,0.666667
5.904,public,cafeter,5 dB,1.466636,0.032709,0.000021,2.166667,0.000000,0.040000,1.083333,0.300000,0.666667
5.904,public,resto,-5 dB,1.094796,0.161403,0.000021,3.833333,0.000000,0.019167,0.750000,0.266667,0.450000
5.904,public,resto,0 dB,1.195963,0.082928,0.000022,2.833333,0.000000,0.057500,0.850000,0.283333,0.500000
5.904,public,resto,10 dB,1.478312,0.058968,0.000020,4.000000,0.000000,0.026667,1.200000,0.450000,0.616667
5.904,public,resto,5 dB,1.307357,0.066675,0.000022,3.666667,0.000000,0.042500,0.933333,0.300000,0.566667
5.904,public,station,-5 dB,1.215539,0.052403,0.000022,2.166667,0.000000,0.069167,1.116667,0.366667,0.716667
5.904,public,station,0 dB,1.389701,0.042546,0.000021,3.833333,0.000000,0.025833,0.950000,0.283333,0.600000
5.904,public,station,10 dB,1.720680,0.022856,0.000021,2.333333,0.000000,0.069167,1.050000,0.333333,0.666667
5.904,public,station,5 dB,1.519048,0.025888,0.000021,2.666667,0.000000,0.073333,1.033333,0.350000,0.650000
5.904,street,square,-5 dB,1.357661,0.084649,0.000020,3.666667,0.000000,0.037500,1.083333,0.350000,0.666667
5.904,street,square,0 dB,1.517556,0.031952,0.000021,3.428571,0.000000,0.031429,1.071429,0.285714,0.742857
5.904,street,square,10 dB,1.719214,0.103670,0.000021,3.333333,0.000000,0.051667,1.083333,0.383333,0.616667
5.904,street,square,5 dB,1.401797,0.040863,0.000021,2.000000,0.000000,0.033333,0.766667,0.233333,0.516667
5.904,street,traffic,-5 dB,1.374240,0.082677,0.000022,2.166667,0.000000,0.056667,0.966667,0.300000,0.600000
5.904,street,traffic,0 dB,1.476479,0.018207,0.000021,2.833333,0.000000,0.073333,1.233333,0.366667,0.733333
5.904,street,traffic,10 dB,1.861129,0.036180,0.000021,3.666667,0.000000,0.034167,1.066667,0.283333,0.733333
5.904,street,traffic,5 dB,1.560024,0.039735,0.000021,3.000000,0.000000,0.023333,1.100000,0.433333,0.566667
5.904,transportation,bus,-5 dB,1.632831,0.033624,0.000021,3.000000,0.000000,0.035833,0.800000,0.233333,0.500000
5.904,transportation,bus,0 dB,1.874802,0.044090,0.000021,3.333333,0.000000,0.022500,1.216667,0.333333,0.750000
5.904,transportation,bus,10 dB,1.669446,0.045935,0.000021,3.166667,0.000000,0.039167,1.050000,0.333333,0.666667
5.904,transportation,bus,5 dB,1.604448,0.052854,0.000021,3.500000,0.000000,0.056667,0.950000,0.316667,0.566667
5.904,transportation,car,-5 dB,1.424333,0.047687,0.000021,2.666667,0.000000,0.017500,1.016667,0.350000,0.566667
5.904,transportation,car,0 dB,1.580783,0.104526,0.000020,2.666667,0.000000,0.025000,0.916667,0.250000,0.600000
5.904,transportation,car,10 dB,1.851195,0.119109,0.000022,2.333333,0.000000,0.036667,1.050000,0.316667,0.666667
5.904,transportation,car,5 dB,1.892175,0.045625,0.000020,2.666667,0.000000,0.020000,1.083333,0.300000,0.683333
5.904,transportation,metro,-5 dB,1.360186,0.060560,0.000021,3.333333,0.000000,0.052500,1.183333,0.366667,0.700000
5.904,transportation,metro,0 dB,1.486283,0.125570,0.000022,2.666667,0.000000,0.030833,0.983333,0.300000,0.666667
5.904,transportation,metro,10 dB,1.853958,0.161368,0.000022,2.500000,0.000000,0.034167,0.850000,0.233333,0.550000
5.904,transportation,metro,5 dB,1.588204,0.088715,0.000022,3.500000,0.000000,0.027500,0.983333,0.283333,0.583333
