clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.508,domestic,kitchen,-5 dB,1.466898,0.008269,0.000022,3.333333,0.000000,0.031667,1.433333,0.400000,0.916667
5.508,domestic,kitchen,0 dB,2.107897,0.000000,0.000023,4.666667,0.000000,0.025833,1.366667,0.566667,0.600000
5.508,domestic,kitchen,10 dB,2.784902,0.435040,0.000022,2.166667,0.000000,0.050833,1.450000,0.533333,0.816667
5.508,domestic,kitchen,5 dB,1.989106,0.000000,0.000022,3.833333,0.000000,0.059167,1.300000,0.416667,0.716667
5.508,domestic,living,-5 dB,1.276065,0.054308,0.000022,2.833333,0.000000,0.050000,1.316667,0.383333,0.816667
5.508,domestic,living,0 dB,1.610788,0.264808,0.000022,2.333333,0.000000,0.052500,1.100000,0.383333,0.550000
5.508,domestic,living,10 dB,2.074403,0.000000,0.000023,4.333333,0.000000,0.027500,1.283333,0.450000,0.716667
5.508,domestic,living,5 dB,2.261691,0.000000,0.000023,4.666667,0.000000,0.072500,1.250000,0.300000,0.850000
5.508,domestic,washing,-5 dB,1.727910,0.000000,0.000022,4.166667,0.000000,0.032500,1.100000,0.300000,0.716667
5.508,domestic,washing,0 dB,2.349346,0.000000,0.000023,3.166667,0.000000,0.049167,1.350000,0.466667,0.766667
5.508,domestic,washing,10 dB,2.508870,0.000000,0.000022,4.000000,0.000000,0.034167,1.233333,0.383333,0.800000
5.508,domestic,washing,5 dB,2.268885,0.000000,0.000023,2.666667,0.000000,0.035000,1.566667,0.533333,0.900000
5.508,nature,field,-5 dB,1.461542,0.007545,0.000022,1.500000,0.000000,0.042500,0.983333,0.216667,0.616667
5.508,nature,field,0 dB,1.826511,0.119914,0.000022,4.166667,0.000000,0.031667,1.550000,0.516667,0.966667
5.508,nature,field,10 dB,3.227956,0.000000,0.000023,5.166667,0.000000,0.035833,1.250000,0.483333,0.600000
5.508,nature,field,5 dB,1.918904,0.000000,0.000023,3.166667,0.000000,0.037500,1.116667,0.433333,0.616667
5.508,nature,park,-5 dB,1.301704,0.004969,0.000023,2.833333,0.000000,0.050833,1.083333,0.333333,0.666667
5.508,nature,park,0 dB,1.551904,0.000000,0.000023,3.333333,0.000000,0.030833,0.883333,0.300000,0.550000
5.508,nature,park,10 dB,1.700217,0.000000,0.000023,4.333333,0.000000,0.040000,1.383333,0.566667,0.700000
5.508,nature,park,5 dB,2.073552,0.000000,0.000023,4.500000,0.000000,0.040833,1.066667,0.383333,0.566667
5.508,nature,river,-5 dB,1.441708,0.000000,0.000023,5.166667,0.000000,0.054167,1.116667,0.433333,0.566667
5.508,nature,river,0 dB,1.375029,0.000000,0.000023,4.333333,0.000000,0.036667,1.366667,0.333333,0.883333
5.508,nature,river,10 dB,1.741167,0.000000,0.000023,2.333333,0.000000,0.055833,1.400000,0.483333,0.816667
5.508,nature,river,5 dB,1.978284,0.000000,0.000023,4.666667,0.000000,0.027500,1.016667,0.266667,0.683333
5.508,office,hallway,-5 dB,1.624030,0.000000,0.000023,4.666667,0.000000,0.036667,1.400000,0.433333,0.833333
5.508,office,hallway,0 dB,1.862229,0.006976,0.000022,3.833333,0.000000,0.048333,1.100000,0.366667,0.616667
5.508,office,hallway,10 dB,2.435494,0.000000,0.000023,3.166667,0.000000,0.050000,1.066667,0.350000,0.633333
5.508,office,hallway,5 dB,2.437267,0.000000,0.000022,5.000000,0.000000,0.042500,1.216667,0.450000,0.616667
5.508,office,meeting,-5 dB,1.272716,0.000000,0.000023,3.166667,0.000000,0.054167,0.866667,0.283333,0.516667
5.508,office,meeting,0 dB,1.169166,0.052048,0.000022,2.500000,0.000000,0.041667,1.650000,0.500000,0.983333
5.508,office,meeting,10 dB,2.012139,0.000000,0.000023,3.333333,0.000000,0.055000,1.216667,0.383333,0.666667
5.508,office,meeting,5 dB,1.635914,0.000000,0.000022,2.833333,0.000000,0.079167,1.000000,0.266667,0.683333
5.508,office,office,-5 dB,1.491168,0.028078,0.000023,4.333333,0.000000,0.035000,1.650000,0.650000,0.900000
5.508,office,office,0 dB,2.312468,0.000000,0.000023,4.500000,0.000000,0.065833,0.900000,0.266667,0.550000
5.508,office,office,10 dB,3.043426,0.000000,0.000023,5.166667,0.000000,0.069167,1.733333,0.533333,1.050000
