clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.220,domestic,kitchen,-5 dB,1.339728,0.080238,0.000024,2.833333,0.000000,0.011667,0.800000,0.216667,0.500000
5.220,domestic,kitchen,0 dB,1.453252,0.082283,0.000024,1.833333,0.000000,0.012500,3.766667,0.316667,3.350000
5.220,domestic,kitchen,10 dB,1.636393,0.109955,0.000025,2.333333,0.000000,0.012500,1.100000,0.316667,0.666667
5.220,domestic,kitchen,5 dB,1.658290,0.093997,0.000026,3.500000,0.000000,0.012500,1.133333,0.300000,0.650000
5.220,domestic,living,-5 dB,1.185493,0.080838,0.000025,3.000000,0.000000,0.005000,1.133333,0.316667,0.650000
5.220,domestic,living,0 dB,1.307481,0.121551,0.000025,2.000000,0.000000,0.013333,1.100000,0.333333,0.683333
5.220,domestic,living,10 dB,1.819418,0.091179,0.000026,1.666667,0.000000,0.006667,1.183333,0.300000,0.733333
5.220,domestic,living,5 dB,1.398297,0.063050,0.000024,3.333333,0.000000,0.004167,1.000000,0.316667,0.616667
5.220,domestic,washing,-5 dB,1.747261,0.088927,0.000024,4.000000,0.000000,0.010833,0.950000,0.283333,0.583333
5.220,domestic,washing,0 dB,1.823972,0.090317,0.000024,3.333333,0.000000,0.000000,1.166667,0.466667,0.633333
5.220,domestic,washing,10 dB,2.108998,0.090414,0.000025,3.333333,0.000000,0.009167,1.033333,0.300000,0.666667
5.220,domestic,washing,5 dB,1.925349,0.091992,0.000022,3.166667,0.000000,0.011667,0.916667,0.283333,0.550000
5.220,nature,field,-5 dB,1.355563,0.080134,0.000024,4.000000,0.000000,0.013333,1.016667,0.300000,0.666667
5.220,nature,field,0 dB,1.673685,0.095402,0.000024,4.166667,0.000000,0.010833,0.733333,0.216667,0.483333
5.220,nature,field,10 dB,2.331603,0.091384,0.000024,2.666667,0.000000,0.005000,1.000000,0.300000,0.633333
5.220,nature,field,5 dB,1.805850,0.088360,0.000024,3.333333,0.000000,0.011667,1.050000,0.300000,0.616667
5.220,nature,park,-5 dB,1.287484,0.119460,0.000025,2.500000,0.000000,0.001667,0.916667,0.266667,0.600000
5.220,nature,park,0 dB,1.500878,0.086086,0.000024,2.666667,0.000000,0.002500,1.050000,0.333333,0.633333
5.220,nature,park,10 dB,1.548512,0.109753,0.000024,4.500000,0.000000,0.009167,1.000000,0.316667,0.600000
5.220,nature,park,5 dB,1.945753,0.088901,0.000025,3.833333,0.000000,0.005833,1.233333,0.350000,0.783333
5.220,nature,river,-5 dB,1.204194,0.052171,0.000025,2.500000,0.000000,0.017500,1.166667,0.333333,0.700000
5.220,nature,river,0 dB,1.550665,0.280513,0.000020,3.833333,0.000000,0.007500,0.816667,0.250000,0.450000
5.220,nature,river,10 dB,1.668900,0.084849,0.000026,2.500000,0.000000,0.023333,1.016667,0.316667,0.600000
