clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.184,domestic,kitchen,-5 dB,1.287536,0.180885,0.000025,1.833333,0.000000,0.025833,0.883333,0.250000,0.516667
5.184,domestic,kitchen,0 dB,1.291090,0.102256,0.000023,1.666667,0.000000,0.022000,1.366667,0.516667,0.716667
5.184,domestic,kitchen,10 dB,1.552253,0.148509,0.000024,2.333333,0.000000,0.015000,0.916667,0.266667,0.550000
5.184,domestic,kitchen,5 dB,1.524422,0.089959,0.000024,1.666667,0.000000,0.022500,1.083333,0.316667,0.616667
5.184,domestic,living,-5 dB,1.137700,0.153993,0.000023,2.666667,0.000000,0.032500,1.150000,0.416667,0.700000
5.184,domestic,living,0 dB,1.217728,0.108916,0.000023,1.500000,0.000000,0.034167,0.883333,0.233333,0.516667
5.184,domestic,living,10 dB,1.523583,0.122740,0.000023,2.000000,0.000000,0.051667,1.166667,0.400000,0.650000
5.184,domestic,living,5 dB,1.430343,0.150151,0.000025,1.833333,0.000000,0.030000,1.383333,0.300000,1.033333
5.184,domestic,washing,-5 dB,1.554647,0.076539,0.000024,2.500000,0.000000,0.045000,1.083333,0.383333,0.566667
5.184,domestic,washing,0 dB,1.636111,0.132239,0.000024,2.166667,0.000000,0.039167,0.883333,0.283333,0.533333
5.184,domestic,washing,10 dB,1.803673,0.092606,0.000024,3.166667,0.000000,0.070833,0.966667,0.233333,0.666667
5.184,domestic,washing,5 dB,1.753892,0.097561,0.000024,2.333333,0.000000,0.062500,1.283333,0.283333,0.800000
5.184,nature,field,-5 dB,1.348594,0.083876,0.000025,2.166667,0.000000,0.090000,1.533333,0.450000,0.933333
5.184,nature,field,0 dB,1.559723,0.100056,0.000023,1.333333,0.000000,0.053333,1.266667,0.466667,0.716667
5.184,nature,field,10 dB,1.892462,0.099604,0.000024,1.500000,0.000000,0.100000,0.866667,0.283333,0.533333
5.184,nature,field,5 dB,1.741840,0.074927,0.000023,2.166667,0.000000,0.071667,1.033333,0.266667,0.683333
5.184,nature,park,-5 dB,1.365729,0.114242,0.000024,1.500000,0.000000,0.127500,1.016667,0.266667,0.666667
5.184,nature,park,0 dB,1.544706,0.101488,0.000024,1.833333,0.000000,0.090833,1.266667,0.366667,0.783333
5.184,nature,park,10 dB,1.596356,0.081062,0.000024,2.166667,0.000000,0.091667,1.000000,0.333333,0.583333
5.184,nature,park,5 dB,1.426652,0.066789,0.000025,3.166667,0.000000,0.079167,1.333333,0.450000,0.833333
5.184,nature,river,-5 dB,1.286908,0.090919,0.000024,2.666667,0.000000,0.084167,1.050000,0.300000,0.650000
5.184,nature,river,0 dB,1.255769,0.090777,0.000024,2.166667,0.000000,0.055833,3.000000,0.400000,2.500000
5.184,nature,river,10 dB,1.518729,0.061321,0.000024,3.666667,0.000000,0.107500,0.983333,0.283333,0.633333
5.184,nature,river,5 dB,1.359068,0.115510,0.000023,2.333333,0.000000,0.077500,1.100000,0.416667,0.566667
5.184,office,hallway,-5 dB,1.293475,0.117193,0.000024,2.333333,0.000000,0.097500,1.583333,0.466667,0.966667
