clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.688,domestic,kitchen,-5 dB,1.427518,0.023067,0.000022,2.833333,0.000000,0.044167,0.933333,0.300000,0.550000
5.688,domestic,kitchen,0 dB,1.657092,0.041752,0.000022,2.666667,0.000000,0.043333,0.916667,0.316667,0.500000
5.688,domestic,kitchen,10 dB,1.978954,0.000000,0.000022,2.500000,0.000000,0.039167,0.983333,0.283333,0.550000
5.688,domestic,kitchen,5 dB,1.679951,0.000000,0.000022,3.500000,0.000000,0.032500,0.950000,0.216667,0.633333
5.688,domestic,living,-5 dB,1.344433,0.024240,0.000022,3.333333,0.000000,0.030000,1.216667,0.350000,0.816667
5.688,domestic,living,0 dB,1.639861,0.088596,0.000022,4.000000,0.000000,0.041667,1.266667,0.316667,0.800000
5.688,domestic,living,10 dB,1.721622,0.000000,0.000022,2.166667,0.000000,0.016667,1.400000,0.416667,0.883333
5.688,domestic,living,5 dB,1.430071,0.051104,0.000021,2.000000,0.000000,0.043333,0.983333,0.350000,0.566667
5.688,domestic,washing,-5 dB,1.575691,0.030551,0.000022,3.000000,0.000000,0.055833,0.966667,0.383333,0.533333
5.688,domestic,washing,0 dB,1.927799,0.038738,0.000021,3.333333,0.000000,0.027500,0.933333,0.333333,0.533333
5.688,domestic,washing,10 dB,3.554267,0.134119,0.000021,1.666667,0.000000,0.045000,0.766667,0.250000,0.483333
5.688,domestic,washing,5 dB,2.373519,0.000000,0.000022,3.000000,0.000000,0.037500,1.383333,0.433333,0.916667
5.688,nature,field,-5 dB,1.489954,0.080284,0.000021,1.166667,0.000000,0.030000,0.966667,0.316667,0.616667
5.688,nature,field,0 dB,1.804973,0.011370,0.000021,4.666667,0.000000,0.052500,0.883333,0.300000,0.566667
5.688,nature,field,10 dB,2.068908,0.000000,0.000023,3.000000,0.000000,0.057500,3.166667,0.250000,2.883333
5.688,nature,field,5 dB,1.965750,0.000000,0.000021,3.500000,0.000000,0.048333,0.900000,0.233333,0.566667
5.688,nature,park,-5 dB,1.310521,0.040138,0.000022,2.333333,0.000000,0.059167,0.733333,0.183333,0.433333
5.688,nature,park,0 dB,1.319451,0.000000,0.000021,3.166667,0.000000,0.050000,0.750000,0.183333,0.533333
5.688,nature,park,10 dB,2.084419,0.001486,0.000021,3.500000,0.000000,0.088333,4.966667,0.400000,0.966667
5.688,nature,park,5 dB,1.465819,0.046258,0.000021,3.833333,0.000000,0.054167,1.233333,0.450000,0.700000
5.688,nature,river,-5 dB,1.181283,0.059720,0.000022,3.000000,0.000000,0.082500,1.083333,0.333333,0.683333
5.688,nature,river,0 dB,1.533762,0.004464,0.000022,2.666667,0.000000,0.050000,1.333333,0.433333,0.816667
5.688,nature,river,10 dB,1.811650,0.041254,0.000022,2.333333,0.000000,0.074167,0.833333,0.183333,0.500000
5.688,nature,river,5 dB,1.789354,0.119443,0.000022,2.833333,0.000000,0.050000,0.966667,0.266667,0.583333
5.688,office,hallway,-5 dB,1.373467,0.091371,0.000022,3.333333,0.000000,0.075000,1.083333,0.266667,0.666667
