clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.472,domestic,kitchen,-5 dB,1.278789,0.059974,0.000024,2.166667,0.000000,0.093333,1.133333,0.350000,0.666667
5.472,domestic,kitchen,0 dB,1.519860,0.264157,0.000024,3.166667,0.000000,0.108167,1.050000,0.333333,0.616667
5.472,domestic,kitchen,10 dB,1.924028,0.058417,0.000023,3.500000,0.000000,0.098333,1.066667,0.333333,0.633333
5.472,domestic,kitchen,5 dB,1.505836,0.063211,0.000023,3.500000,0.000000,0.122500,1.200000,0.316667,0.766667
5.472,domestic,living,-5 dB,1.164391,0.210394,0.000022,2.000000,0.000000,0.136667,1.083333,0.316667,0.700000
5.472,domestic,living,0 dB,1.282439,0.223054,0.000024,3.166667,0.000000,0.089167,1.133333,0.350000,0.650000
5.472,domestic,living,10 dB,1.594602,0.023788,0.000024,3.166667,0.000000,0.104167,1.016667,0.333333,0.616667
5.472,domestic,living,5 dB,1.667254,0.052117,0.000022,3.333333,0.000000,0.109167,1.150000,0.300000,0.716667
5.472,domestic,washing,-5 dB,1.387857,0.095356,0.000024,3.333333,0.000000,0.089167,1.050000,0.316667,0.616667
5.472,domestic,washing,0 dB,1.742339,0.077584,0.000022,1.666667,0.000000,0.105833,1.183333,0.366667,0.700000
5.472,domestic,washing,10 dB,2.654569,0.052255,0.000022,3.666667,0.000000,0.117500,1.116667,0.300000,0.716667
5.472,domestic,washing,5 dB,2.368118,0.035010,0.000021,2.333333,0.000000,0.097500,1.050000,0.283333,0.650000
5.472,nature,field,-5 dB,1.331034,0.047725,0.000022,3.166667,0.000000,0.088333,1.350000,0.400000,0.866667
5.472,nature,field,0 dB,1.498564,0.052042,0.000021,3.333333,0.000000,0.084167,0.900000,0.300000,0.483333
5.472,nature,field,10 dB,1.917202,0.039504,0.000023,2.500000,0.000000,0.089167,1.050000,0.300000,0.666667
5.472,nature,field,5 dB,1.849437,0.064187,0.000023,2.666667,0.000000,0.084167,1.016667,0.400000,0.550000
5.472,nature,park,-5 dB,1.205169,0.047343,0.000021,4.000000,0.000000,0.102500,1.083333,0.316667,0.700000
5.472,nature,park,0 dB,1.282180,0.106970,0.000022,3.500000,0.000000,0.068333,1.083333,0.483333,0.566667
5.472,nature,park,10 dB,1.728914,0.034023,0.000024,3.000000,0.000000,0.101667,1.083333,0.283333,0.666667
5.472,nature,park,5 dB,1.468102,0.053754,0.000024,2.166667,0.000000,0.081667,1.050000,0.300000,0.716667
5.472,nature,river,-5 dB,1.286864,0.056136,0.000023,2.000000,0.000000,0.071667,0.866667,0.250000,0.533333
5.472,nature,river,0 dB,1.332887,0.124463,0.000023,2.333333,0.000000,0.095000,1.533333,0.566667,0.816667
5.472,nature,river,10 dB,1.721543,0.042755,0.000024,2.666667,0.000000,0.070833,1.083333,0.283333,0.616667
5.472,nature,river,5 dB,1.452312,0.039343,0.000022,3.500000,0.000000,0.090000,0.966667,0.250000,0.616667
5.472,office,hallway,-5 dB,1.446285,0.058686,0.000021,1.833333,0.000000,0.076667,0.683333,0.183333,0.450000
5.472,office,hallway,0 dB,1.497060,0.038858,0.000023,3.500000,0.000000,0.063333,1.033333,0.300000,0.633333
5.472,office,hallway,10 dB,2.540512,0.090593,0.000022,3.500000,0.000000,0.060833,1.216667,0.366667,0.766667
5.472,office,hallway,5 dB,1.799913,0.039528,0.000022,3.166667,0.000000,0.066667,1.250000,0.350000,0.833333
5.472,office,meeting,-5 dB,1.123114,0.154621,0.000023,2.333333,0.000000,0.085000,0.983333,0.316667,0.566667
5.472,office,meeting,0 dB,1.227673,0.033254,0.000022,2.500000,0.000000,0.074167,1.566667,0.483333,0.950000
5.472,office,meeting,10 dB,1.450146,0.100131,0.000022,3.166667,0.000000,0.043333,1.116667,0.366667,0.666667
5.472,office,meeting,5 dB,1.316319,0.043029,0.000024,3.500000,0.000000,0.103333,0.783333,0.216667,0.516667
5.472,office,office,-5 dB,1.899774,0.041825,0.000024,2.666667,0.000000,0.070833,1.033333,0.266667,0.633333
5.472,office,office,0 dB,1.619905,0.185516,0.000021,3.000000,0.000000,0.061667,0.900000,0.283333,0.533333
5.472,office,office,10 dB,1.791887,0.101809,0.000024,3.333333,0.000000,0.044167,1.000000,0.283333,0.633333
5.472,office,office,5 dB,1.735201,0.069016,0.000021,1.666667,0.000000,0.060000,1.183333,0.283333,0.816667
5.472,public,cafeter,-5 dB,1.148190,0.089316,0.000022,3.000000,0.000000,0.075833,0.950000,0.316667,0.583333
5.472,public,cafeter,0 dB,1.312869,0.047682,0.000022,3.166667,0.000000,0.065833,1.166667,0.316667,0.783333
5.472,public,cafeter,10 dB,1.562189,0.065215,0.000024,3.000000,0.000000,0.060000,1.200000,0.333333,0.750000
5.472,public,cafeter,5 dB,1.484768,0.071552,0.000023,5.500000,0.000000,0.054167,0.883333,0.250000,0.533333
5.472,public,resto,-5 dB,1.154649,0.099666,0.000022,3.666667,0.000000,0.065000,1.450000,0.483333,0.866667
5.472,public,resto,0 dB,1.252854,0.095434,0.000024,3.166667,0.000000,0.056667,1.150000,0.366667,0.716667
5.472,public,resto,10 dB,1.403731,0.071257,0.000023,1.833333,0.000000,0.062500,0.716667,0.166667,0.450000
5.472,public,resto,5 dB,1.263547,0.177348,0.000022,3.000000,0.000000,0.047500,0.833333,0.300000,0.433333
5.472,public,station,-5 dB,1.252537,0.091024,0.000022,2.666667,0.000000,0.032500,1.083333,0.416667,0.566667
5.472,public,station,0 dB,1.305059,0.057407,0.000022,3.666667,0.000000,0.088333,1.133333,0.350000,0.733333
5.472,public,station,10 dB,1.692439,0.034809,0.000023,4.500000,0.000000,0.050833,1.033333,0.316667,0.633333
5.472,public,station,5 dB,1.448772,0.075376,0.000022,2.500000,0.000000,0.060833,0.916667,0.216667,0.566667
5.472,street,square,-5 dB,1.274457,0.051514,0.000022,4.333333,0.000000,0.055000,1.216667,0.383333,0.700000
5.472,street,square,0 dB,1.525181,0.051103,0.000024,2.333333,0.000000,0.057500,0.883333,0.216667,0.550000
5.472,street,square,10 dB,2.127409,0.048892,0.000023,2.666667,0.000000,0.060833,1.016667,0.283333,0.666667
5.472,street,square,5 dB,1.597044,0.062969,0.000022,3.833333,0.000000,0.087500,1.050000,0.316667,0.666667
5.472,street,traffic,-5 dB,1.292115,0.077262,0.000024,3.833333,0.000000,0.033333,0.833333,0.266667,0.483333
5.472,street,traffic,0 dB,1.350745,0.051136,0.000023,2.500000,0.000000,0.048333,0.883333,0.316667,0.500000
5.472,street,traffic,10 dB,1.600668,0.051328,0.000021,2.666667,0.000000,0.052500,0.950000,0.283333,0.566667
5.472,street,traffic,5 dB,1.537787,0.053448,0.000023,3.333333,0.000000,0.065000,1.000000,0.300000,0.583333
5.472,transportation,bus,-5 dB,1.248723,0.079543,0.000023,2.833333,0.000000,0.058333,0.983333,0.316667,0.600000
5.472,transportation,bus,0 dB,1.462886,0.131154,0.000022,3.500000,0.000000,0.056667,1.200000,0.333333,0.700000
5.472,transportation,bus,10 dB,2.136664,0.040429,0.000022,2.166667,0.000000,0.049167,0.950000,0.300000,0.583333
5.472,transportation,bus,5 dB,1.756828,0.116899,0.000022,3.333333,0.000000,0.029167,0.983333,0.350000,0.583333
5.472,transportation,car,-5 dB,1.928444,0.024051,0.000024,3.500000,0.000000,0.034167,1.616667,0.616667,0.916667
5.472,transportation,car,0 dB,2.051763,0.055373,0.000022,2.666667,0.000000,0.071667,1.016667,0.316667,0.666667
5.472,transportation,car,10 dB,3.007767,0.037155,0.000024,2.500000,0.000000,0.034167,1.000000,0.333333,0.583333
5.472,transportation,car,5 dB,2.162138,0.034030,0.000023,2.666667,0.000000,0.056667,1.183333,0.350000,0.716667
5.472,transportation,metro,-5 dB,1.203987,0.091435,0.000022,2.166667,0.000000,0.045000,1.100000,0.350000,0.650000
5.472,transportation,metro,0 dB,1.435349,0.064193,0.000024,3.000000,0.000000,0.045000,1.116667,0.350000,0.683333
5.472,transportation,metro,10 dB,1.764771,0.032840,0.000023,3.000000,0.000000,0.033333,1.150000,0.316667,0.700000
5.472,transportation,metro,5 dB,1.731493,0.104289,0.000022,2.666667,0.000000,0.053333,0.800000,0.250000,0.483333
