clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.256,domestic,kitchen,-5 dB,1.176712,0.137619,0.000023,2.666667,0.000000,0.021667,1.366667,0.350000,0.900000
5.256,domestic,kitchen,0 dB,1.414576,0.087635,0.000024,3.000000,0.000000,0.062500,0.983333,0.333333,0.566667
5.256,domestic,kitchen,10 dB,1.822743,0.119592,0.000022,3.333333,0.000000,0.036667,0.950000,0.250000,0.633333
5.256,domestic,kitchen,5 dB,1.448904,0.118320,0.000024,2.500000,0.000000,0.047500,0.983333,0.300000,0.600000
5.256,domestic,living,-5 dB,1.216597,0.105075,0.000025,3.333333,0.000000,0.052500,0.883333,0.250000,0.583333
5.256,domestic,living,0 dB,1.267207,0.092576,0.000025,3.000000,0.000000,0.030833,0.850000,0.283333,0.466667
5.256,domestic,living,10 dB,1.787693,0.095578,0.000026,3.166667,0.000000,0.089167,1.266667,0.366667,0.833333
5.256,domestic,living,5 dB,1.361433,0.094900,0.000025,3.166667,0.000000,0.060833,1.033333,0.316667,0.650000
5.256,domestic,washing,-5 dB,1.508520,0.107110,0.000025,2.166667,0.000000,0.059167,1.316667,0.433333,0.816667
5.256,domestic,washing,0 dB,1.787358,0.106807,0.000025,4.000000,0.000000,0.061667,1.083333,0.300000,0.666667
5.256,domestic,washing,10 dB,2.388119,0.100549,0.000024,2.500000,0.000000,0.071667,1.033333,0.316667,0.633333
5.256,domestic,washing,5 dB,2.039261,0.098951,0.000023,3.500000,0.000000,0.068333,1.183333,0.350000,0.716667
5.256,nature,field,-5 dB,1.472869,0.096250,0.000023,3.333333,0.000000,0.034167,1.083333,0.316667,0.666667
5.256,nature,field,0 dB,1.409076,0.063666,0.000023,4.000000,0.000000,0.068333,0.916667,0.233333,0.583333
5.256,nature,field,10 dB,1.914338,0.152921,0.000024,2.666667,0.000000,0.058333,1.300000,0.383333,0.766667
5.256,nature,field,5 dB,1.697783,0.083286,0.000025,2.666667,0.000000,0.070833,1.150000,0.333333,0.733333
5.256,nature,park,-5 dB,1.101617,0.096081,0.000023,2.500000,0.000000,0.045000,0.900000,0.233333,0.600000
5.256,nature,park,0 dB,1.384168,0.099787,0.000023,3.000000,0.000000,0.058333,1.250000,0.333333,0.783333
5.256,nature,park,10 dB,1.508151,0.072573,0.000024,2.166667,0.000000,0.048333,1.166667,0.350000,0.683333
5.256,nature,park,5 dB,1.872992,0.079474,0.000023,1.666667,0.000000,0.050833,1.200000,0.483333,0.600000
5.256,nature,river,-5 dB,1.490402,0.067473,0.000023,2.500000,0.000000,0.058333,0.800000,0.183333,0.516667
5.256,nature,river,0 dB,1.468107,0.103957,0.000026,2.500000,0.000000,0.083333,1.116667,0.316667,0.633333
5.256,nature,river,10 dB,1.563697,0.069161,0.000025,3.333333,0.000000,0.042500,1.266667,0.350000,0.766667
5.256,nature,river,5 dB,1.411983,0.082568,0.000025,2.666667,0.000000,0.062500,0.883333,0.250000,0.566667
5.256,office,hallway,-5 dB,1.257739,0.084510,0.000023,4.833333,0.000000,0.097500,1.066667,0.383333,0.600000
5.256,office,hallway,0 dB,1.599886,0.080380,0.000024,2.500000,0.000000,0.055833,2.033333,0.300000,0.650000
5.256,office,hallway,10 dB,1.826275,0.115794,0.000023,3.833333,0.000000,0.042500,1.116667,0.300000,0.683333
5.256,office,hallway,5 dB,1.803716,0.102605,0.000023,2.833333,0.000000,0.099167,1.033333,0.300000,0.600000
5.256,office,meeting,-5 dB,1.158982,0.107117,0.000025,2.833333,0.000000,0.082500,1.016667,0.266667,0.616667
5.256,office,meeting,0 dB,1.109680,0.087660,0.000024,3.500000,0.000000,0.065000,0.933333,0.250000,0.583333
5.256,office,meeting,10 dB,1.630672,0.113263,0.000024,2.500000,0.000000,0.075000,1.083333,0.283333,0.633333
5.256,office,meeting,5 dB,1.385768,0.088273,0.000023,4.000000,0.000000,0.067500,1.050000,0.316667,0.616667
5.256,office,office,-5 dB,1.332116,0.098572,0.000023,2.833333,0.000000,0.086667,0.850000,0.250000,0.483333
5.256,office,office,0 dB,1.545571,0.097025,0.000023,2.166667,0.000000,0.078333,0.916667,0.233333,0.566667
5.256,office,office,10 dB,2.144108,0.093815,0.000023,2.500000,0.000000,0.082500,1.016667,0.250000,0.666667
5.256,office,office,5 dB,2.322318,0.099264,0.000025,3.333333,0.000000,0.082500,1.016667,0.316667,0.616667
5.256,public,cafeter,-5 dB,1.205193,0.111091,0.000025,2.833333,0.000000,0.072500,0.850000,0.250000,0.533333
5.256,public,cafeter,0 dB,1.236786,0.229898,0.000024,2.500000,0.000000,0.090833,1.033333,0.316667,0.666667
5.256,public,cafeter,10 dB,1.546763,0.090936,0.000024,3.500000,0.000000,0.075833,1.033333,0.383333,0.550000
5.256,public,cafeter,5 dB,1.400521,0.037738,0.000022,2.000000,0.000000,0.106667,0.850000,0.233333,0.500000
5.256,public,resto,-5 dB,1.104496,0.175478,0.000023,2.333333,0.000000,0.072500,1.100000,0.300000,0.683333
5.256,public,resto,0 dB,1.189230,0.109609,0.000023,3.000000,0.000000,0.089167,1.083333,0.300000,0.683333
5.256,public,resto,10 dB,1.476448,0.071989,0.000024,2.333333,0.000000,0.060833,1.000000,0.250000,0.616667
5.256,public,resto,5 dB,1.377146,0.095589,0.000024,3.166667,0.000000,0.095833,1.166667,0.300000,0.616667
5.256,public,station,-5 dB,1.184809,0.110023,0.000023,3.166667,0.000000,0.079167,1.400000,0.516667,0.783333
5.256,public,station,0 dB,1.284666,0.092153,0.000022,3.833333,0.000000,0.079167,1.133333,0.333333,0.683333
5.256,public,station,10 dB,1.609773,0.088117,0.000025,3.333333,0.000000,0.062500,0.916667,0.316667,0.550000
5.256,public,station,5 dB,1.359815,0.077427,0.000024,2.666667,0.000000,0.093333,1.000000,0.316667,0.600000
5.256,street,square,-5 dB,1.368701,0.090765,0.000023,2.666667,0.000000,0.074167,0.866667,0.250000,0.533333
5.256,street,square,0 dB,1.403083,0.092253,0.000023,3.666667,0.000000,0.061667,0.866667,0.300000,0.483333
5.256,street,square,10 dB,1.818907,0.101902,0.000025,3.500000,0.000000,0.080833,0.950000,0.333333,0.550000
5.256,street,square,5 dB,1.569291,0.109889,0.000023,3.166667,0.000000,0.064167,1.116667,0.350000,0.600000
5.256,street,traffic,-5 dB,1.273009,0.124395,0.000026,3.666667,0.000000,0.090000,0.933333,0.283333,0.616667
5.256,street,traffic,0 dB,1.331537,0.071409,0.000026,2.166667,0.000000,0.093333,1.133333,0.250000,0.750000
5.256,street,traffic,10 dB,1.756450,0.089166,0.000025,3.500000,0.000000,0.066667,1.966667,0.383333,1.516667
5.256,street,traffic,5 dB,2.016048,0.072427,0.000023,2.833333,0.000000,0.100000,0.866667,0.250000,0.533333
5.256,transportation,bus,-5 dB,1.900419,0.089444,0.000025,3.166667,0.000000,0.059167,0.866667,0.216667,0.516667
5.256,transportation,bus,0 dB,1.445292,0.104843,0.000025,2.333333,0.000000,0.086667,1.016667,0.350000,0.633333
5.256,transportation,bus,10 dB,2.042647,0.109312,0.000025,4.333333,0.000000,0.090000,1.016667,0.333333,0.650000
5.256,transportation,bus,5 dB,2.056006,0.081475,0.000023,3.000000,0.000000,0.115833,1.300000,0.300000,0.900000
5.256,transportation,car,-5 dB,1.857466,0.112799,0.000024,3.166667,0.000000,0.076667,1.066667,0.300000,0.633333
5.256,transportation,car,0 dB,2.504367,0.080253,0.000024,3.000000,0.000000,0.104167,0.966667,0.333333,0.566667
5.256,transportation,car,10 dB,2.518108,0.085279,0.000025,2.833333,0.000000,0.081667,0.816667,0.266667,0.483333
5.256,transportation,car,5 dB,2.380834,0.112570,0.000025,2.833333,0.000000,0.081667,1.116667,0.333333,0.700000
5.256,transportation,metro,-5 dB,1.209494,0.096001,0.000023,1.833333,0.000000,0.117500,0.950000,0.300000,0.583333
5.256,transportation,metro,0 dB,1.443678,0.062099,0.000022,3.000000,0.000000,0.073333,0.816667,0.216667,0.533333
5.256,transportation,metro,10 dB,1.670606,0.081692,0.000025,2.000000,0.000000,0.118333,0.850000,0.166667,0.583333
5.256,transportation,metro,5 dB,1.591343,0.070122,0.000024,4.333333,0.000000,0.095000,1.316667,0.366667,0.816667
